id,en,vi,wordClass
2089,nose,mũi,n
2090,thought,"sự suy nghĩ,khả năng suy nghĩ",n
2091,bridge,cái cầu,n
2092,rock,đá,n
2093,face,"mặt,thể diện",n
2094,face,"đương đầu,đối phó",v
2095,front,mặt,n
2096,front,"đằng trước,về phía trước",adj
2097,approval,"sự tán thành,đồng ý",n
2098,neighbourhood,"hàng xóm,vùng lân cận,khoảng",n
2099,undo,"tháo,gỡ",v
2100,singing,"sự hát,tiếng hát",n
2101,liquid,chất lỏng,n
2102,liquid,"lỏng,êm ái,du dương",adj
2103,pot,"can,bình",n
2104,less,"pro nhỏ bé,ít hơn",n
2105,less,số lượng ít hơn,adv
2106,seat,"ghế,chỗ ngồi",n
2107,husband,người chồng,n
2108,sour,"chua,có vị giấm",adj
2109,signature,chữ ký,n
2110,star,"ngôi sao,dán sao,trang trí hình sao",n
2111,manager,"người quản lý,giám đốc",n
2112,indoor,trong nhà,adj
2113,difficult,"khó,khó khăn",adj
2114,farming,"công việc trồng trọt,đồng áng",n
2115,partner,"/ đối tác,cộng sự",n
2116,chairwoman,nữ chủ tịch,n
2117,sympathy,"sự đồng cảm,sự đồng ý",n
2118,station,"trạm,điểm",n
2119,constantly,kiên định,adv
2120,unwilling,không muốn làm điều gì,adj
2121,repeat,"nhắc lại,lặp lại",v
2122,affection,"tình cảm,cảm xúc",n
2123,used,"đã dùng,đã sử dụng",adj
2124,great,"to,lớn",adj
2125,negative,phủ định,adj
2126,forward,"về tương lai,sau này ở phía trước",adj
2127,significant,"nhiều ý nghĩa,quan trọng",adj
2128,fence,hàng rào,n
2129,sugar,đường,n
2130,street,"phố,đườmg phố",n
2131,dollar,đô la Mỹ,n
2132,alcohol,rừợu cồn,n
2133,theatre,"rạp hát,nhà hát",n
2134,heat,"hơi nóng,sức nóng",n
2135,communicate,"truyền,truyền đạt",v
2136,annually,"hàng năm,từng năm",adv
2137,war,chiến tranh,n
2138,invent,"phát minh,sáng chế",v
2139,illegal,"trái luật,bất hợp pháp",adj
2140,emotional,"cảm động,xúc động",adj
2141,move,"di chuyển,chuyển động",v
2142,move,"sự di chuyển,sự chuyển động",n
2143,usually,thường thường,adv
2144,stressed,"bị căng thẳng,bị ép",adj
2145,mixed,"lẫn lộn,pha trộn",adj
2146,dull,"chậm hiểu,ngu đần",adj
2147,present,"có mặt,hiện diện",n
2148,present,"hiện nay,hiện thời",v
2149,glass,"kính,thủy tinh,cái cốc",n
2150,soldier,"lính,quân nhân",n
2151,possibility,"khă năng,triển vọng",n
2152,ordinary,"thường,thông thường",adj
2153,criticism,"sự phê bình,sự phê phán,lời phê bình",n
2154,examine,"thẩm tra,khám xét",v
2155,director,"giám đốc,người điều khiển",n
2156,battle,"trận đánh,chiến thuật",n
2157,elect,"bầu,quyết định",v
2158,let,"cho phép,để cho",v
2159,mind,"tâm trí,tinh thần",n
2160,mind,"chú ý,để ý,chăm sóc",v
2161,relevant,"thích hợp,có liên quan",adj
2162,ban,"cấm,cấm chỉ",v
2163,ban,sự cấm,n
2164,fasten,"buộc,trói",v
2165,shirt,áo sơ mi,n
2166,morally,có đạo đức,adv
2167,dry,"khô,cạn",adj
2168,dry,"làm khô,sấy khô",v
2169,construct,xây dựng,v
2170,snake,con rắn,n
2171,blame,"khiển trách,mắng trách",v
2172,blame,"sự khiển trách,sự mắng trách",n
2173,pour,"rót,đổ",v
2176,pupil,học sinh,n
2177,yesterday,hôm qua,adv
2178,driving,"sự lái xe,cuộc đua xe",n
2179,health,"sức khỏe,thể chất",n
2180,swear,"chửi rủa,nguyền rủa",v
2181,drop,"chảy nhỏ giọt,rơi",v
2182,drop,giọt,n
2183,impress,"ghi,khắc",v
2184,half,"pro một nửa,phần chia đôi",n
2185,half,nửa,adv
2186,princess,công chúa,n
2187,huge,"to lớn,khổng lồ",adj
2188,together,"cùng nhau,cùng với",adv
2189,travel,"đi lại,đi du lịch",v
2190,travel,"sự đi,những chuyến đi",n
2191,possibly,"có lẽ,có thể",adv
2192,cheerful,"vui mừng,phấn khởi",adj
2193,by,"bởi,bằng",prep
2194,skilled,"có kỹ năng,có kỹ sảo",adj
2195,mention,"kể ra,nói đến",v
2196,evening,"buổi chiều,tối",n
2197,surname,họ,n
2198,development,"sự phát triển,sự trình bày",n
2199,mysterious,"thần bí,huyền bí",adj
2200,agreement,"sự đồng ý,tán thành",n
2201,coin,tiền kim loại,n
2202,photocopy,bản sao chụp,n
2203,photocopy,sao chụp,v
2204,definite,"xác định,định rõ",adj
2205,tune,"điệu,giai điệu",n
2206,tune,"lên dây,so dây",v
2207,continue,"tiếp tục,làm tiếp",v
2208,capture,"bắt giữ,bắt",v
2209,capture,"sự bắt giữ,sự bị bắt",n
2210,climbing,sự leo trèo,n
2211,personally,"đích thân,bản thân,về phần rôi",adv
2212,possession,"quyền sở hữu,vật sở hữu",n
2213,disturb,"làm mất yên tĩnh,làm náo động",v
2214,camp,"trại,chỗ cắm trại",n
2215,camp,"cắm trại,hạ trại",v
2216,bid,"đặt giá,trả giá",v
2217,bid,"sự đặt giá,sự trả giá",n
2218,apart from,ngoài ra,prep
2219,sing,"hát,ca hát",v
2220,follow,"đi theo sau,theo",v
2221,press,"sự ép,sự nén",n
2222,press,"ép,nén,bóp",v
2223,admire,"khâm phục,thán phục",v
2224,reputation,"sự nổi tiếng,nổi danh",n
2225,most,"pro lớn nhất,nhiều nhất",n
2226,most,"nhất,hơn cả",adv
2227,trading,"sự kinh doanh,việc mua bán",n
2228,advise,"khuyên,khuyên bảo",v
2229,stock,"kho sự trữ,hàng dự trữ",n
2230,carefully,"cẩn thận,chu đáo",adv
2231,join,"gia nhập,tham gia",v
2232,unwillingly,miễn cưỡng,adv
2233,further,xa hơn nữa,adj
2234,beginning,"phần đầu,lúc bắt đầu",n
2235,solution,"sự giải quyết,giải pháp",n
2236,spare,"thừa thãi,dự trữ",adj
2237,spare,"đồ dự trữ,đồ dự phòng",n
2238,behalf,sự thay mặt,n
2239,willingness,"sự bằng lòng,sự vui lòng",n
2240,tell,"nói,nói với",v
2241,wealth,"sự giàu có,sự giàu sang",n
2242,chicken,"gà,gà con",n
2243,smooth,"nhẵn,trơn",adj
2244,draft,"bản phác thảo,sơ đồ thiết kế",n
2245,draft,"phác thảo,thiết kế",adj
2246,keyboard,bàn phím,n
2247,anxiously,"lo âu,lo lắng",adv
2248,ever,"từng,từ trước tới giờ",adv
2249,gun,súng,n
2250,wherever,"ở bất cứ nơi nào,ở bất cứ nơi đâu",conj
2251,music,"nhạc,âm nhạc",n
2252,survey,"sự nhìn chung,sự khảo sát",n
2253,survey,"quan sát,nghiên cứu",v
2254,electricity,"điện,điện lực",n
2255,valuable,"có giá trị lớn,đáng giá",adj
2256,niece,cháu gái,n
2257,sadness,"sự buồn rầu,sự buồn bã",n
2258,cheque,séc,n
2259,recommend,"giới thiệu,tiến cử",v
2260,remain,"còn lại,vẫn còn như cũ",v
2261,dislike,"sự không ưa,không thích",v
2262,down,xuống,adv
2263,previously,"trước,trước đây",adv
2264,legally,hợp pháp,adv
2265,tropical,nhiệt đới,adj
2266,secretly,"bí mật,riêng tư",adv
2267,dishonest,"bất lương,không thành thật",adj
2268,bullet,đạn,n
2269,animal,"động vật,thú vật",n
2270,pipe,ống dẫn,n
2271,reckon,"tính,đếm",v
2272,fixed,"đứng yên,bất động",adj
2273,forget,quên,v
2274,bed,cái giường,n
2275,shocking,"gây ra căm phẫn,tồi tệ",adj
2276,data,"số liệu,dữ liệu",n
2277,confusion,"sự lộn xộn,sự rối loạn",n
2278,annual,"hàng năm,từng năm",adj
2279,relaxed,"thanh thản,thoải mái",adj
2280,anyone,"người nào,bất cứ ai",n
2281,excluding,"ngoài ra,trừ ra",prep
2282,efficiently,"có hiệu quả,hiệu nghiệm",adv
2283,police,"cảnh sát,công an",n
2284,mud,bùn,n
2285,unusually,"cực kỳ,khác thường",adv
2286,used to,đã quen dùng,v
2287,steal,"ăn cắp,ăn trộm",v
2288,either,"mỗi,một",adv
2289,company,công ty,n
2290,weapon,vũ khí,n
2291,thus,"như vậy,như thế",adv
2292,upside down,lộn ngược,adv
2293,academic,"thuộc học viện,ĐH",adj
2294,severely,"khắt khe,gay gắt",adv
2295,carrot,củ cà rốt,n
2296,properly,"một cách đúng đắn,một cách thích đáng",adv
2297,pint,panh,n
2299,absence,sự vắng mặt,n
2300,unnecessary,"không cần thiết,không mong muốn",adj
2301,catch,"bắt lấy,nắm lấy,tóm lấy",v
2303,snow,tuyết,n
2304,snow,tuyết rơi,v
2305,fault,"sự thiết sót,sai sót",n
2306,direct,"trực tiếp,thẳng",adj
2307,direct,"gửi,viết cho ai",v
2308,nervous,"hoảng sợ,dễ bị kích thích",adj
2309,lawyer,luật sư,n
2310,chair,ghế,n
2311,passenger,hành khách,n
2312,worker,người lao động,n
2313,determined,"đã được xác định,đã được xác định rõ",adj
2314,tight,"kín,chặt",adj
2315,wheel,bánh xe,n
2316,rider,"người cưỡi ngựa,người đi xe đạp",n
2317,spin,"quay,quay tròn",v
2318,loud,"to,inh ỏi",adj
2319,loud,"to,lớn",adv
2320,senator,thượng nghị sĩ,n
2321,symbol,"biểu tượng,ký hiệu",n
2322,style,"phong cách,kiểu,mẫu",n
2323,heavily,"nặng,nặng nề",adv
2324,depressing,"làm chán nản làm thát vọng,làm trì trệ",adj
2325,ground,"mặt đất,đất",n
2326,relative,có liên quan đến,adj
2327,relative,"người có họ,đại từ quan hệ",n
2328,mirror,gương,n
2329,suppose,"cho rằng,tin rằng",v
2330,successful,"thành công,thắng lợi",adj
2331,gate,cổng,n
2332,fact,"việc,sự việc",n
2333,experience,kinh nghiệm,n
2334,experience,"trải qua,nếm mùi",v
2335,sexual,"giới tính,các vấn đề sinh lý",adj
2336,embarrassment,"sự lúng túng,sự bối rối",n
2337,sincere,"thật thà,thẳng thắng",adj
2338,ill,ốm,adj
2339,such,"pro như thế,như vậy",n
2340,contribution,"sự đóng góp,sự góp phần",n
2341,agent,"đại lý,tác nhân",n
2342,cook,"nấu ăn,người nấu ăn",v
2343,view,"sự nhìn,tầm nhìn",n
2344,view,"nhìn thấy,xem",v
2345,blue,"xanh,màu xanh",adj
2346,opposition,"sự đối lập,sự đối nhau",n
2347,seem,"có vẻ như,dường như",v
2348,powerful,"hùng mạnh,hùng cường",adj
2349,guide,"điều chỉ dẫn,người hướng dẫn",n
2350,guide,"dẫn đường,chỉ đường",v
2351,substantially,"về thực chất,về căn bản",adv
2352,refusal,"sự từ chối,sự khước từ",n
2353,staff,"gậy quyền,quyền trượng,nhân viên",n
2354,typical,"tiêu biểu,điển hình",adj
2355,unless,"trừ phi,trừ khi",conj
2356,cup,"tách,chén",n
2357,declare,"tuyên bố,công bố",v
2358,mineral,"công nhân,thợ mỏ",n
2359,mineral,khoáng,adj
2360,chew,"nhai,ngẫm nghĩ",v
2361,forever,mãi mãi,adv
2362,client,khách hàng,n
2363,praise,"sự ca ngợi,sự tán dương,lòng tôn kính",n
2364,praise,"khen ngợi,tán dương",v
2365,naked,"trần,khỏa thân",adj
2366,protect,"bảo vệ,che chở",v
2367,trace,"phát hiện,tìm thấy,vạch",v
2368,trace,"dấu,vết",n
2369,noisy,"ồn ào,huyên náo",adj
2370,minority,"phần ít,thiểu số",n
2371,floor,"sàn,tầng",n
2372,extremely,"vô cùng,cực độ",adv
2373,bit,"miếng,mảnh",n
2374,bush,"bụi cây,bụi rậm",n
2375,dishonestly,"bất lương,không lương thiện",adv
2376,arrow,"tên,mũi tên",n
2377,software,phần mềm,n
2378,protection,"sự bảo vệ,sự che chở",n
2379,packaging,bao bì,n
2380,breakfast,"bữa điểm tâm,bữa sáng",n
2381,nearby,gần,adj
2382,report,"báo cáo,tường trình",v
2383,report,"bản báo cáo,bản tường trình",n
2384,beach,bãi biển,n
2385,hate,ghét,v
2386,hate,"lòng căm ghét,thù hận",n
2387,completely,"hoàn thành,đầy đủ",adv
2388,charity,"lòng từ thiện,lòng nhân đức",n
2389,therefore,"bởi vậy,cho nên",adv
2390,burn,"đốt,đốt cháy,thắp",v
2391,count,"đếm,tính",v
2392,divide,"chia,chia ra",v
2393,vote,"sự bỏ phiếu,sự bầu cử",n
2394,vote,"bỏ phiếu,bầu cử",v
2395,keep,"giữ,giữ lại",v
2396,stone,đá,n
2397,pointed,"nhọn,có đầu nhọn",adj
2398,status,"tình trạng,địa vị",n
2399,generally,"nói chung,đại thể",adv
2400,faith,"sự tin tưởng,tin cậy",n
2401,equivalent,tương đương,adj
2402,equivalent,"từ,vật tương đương",n
2403,politically,về mặt chính trị,adv
2404,score,"điểm số,bản thắng",n
2405,score,"đạt được,thành công",v
2406,awkward,"vụng về,lung túng",adj
2407,reasonably,hợp lý,adv
2408,alphabetical,thuộc bảng chứ cái,adj
2409,cow,con bò cái,n
2412,egg,trứng,n
2413,flu,bệnh cúm,n
2414,lightly,nhẹ nhàng,adv
2415,secretary,thư ký,n
2416,breathe,"hít,thở",v
2417,pass,"qua,vượt qua",v
2418,process,"quá trình,sự tiến triển",n
2419,process,"chế biến,gia công",v
2420,severe,"khắt khe,gay gắt",adj
2421,heart,"tim,trái tim",n
2422,oven,lò,n
2423,betting,sự đánh cuợc,n
2424,page,trang,n
2425,warm,"ấm,ấm áp",adj
2426,warm,"làm cho nóng,hâm nóng",v
2427,mild,"nhẹ,êm dịu",adj
2428,infected,"bị nhiễm,bị đầu độc",adj
2429,photographer,"thợ chụp ảnh,nhà nhiếp ảnh",n
2430,finely,"đẹp đẽ,tế nhị",adv
2431,club,câu lạc bộ,n
2432,normally,"thông thường,như thường lệ",adv
2433,horror,"điều kinh khủng,sự ghê rợn",n
2434,knowledge,"sự hiểu biết,tri thức",n
2435,interior,"phần trong,phía trong",n
2436,interior,"ở trong,ở phía trong",adj
2437,bet,"đánh cược,cá cược",v
2438,bet,sự đánh cược,n
2439,pretty,"khá,vừa phải",adv
2440,pretty,"xinh,xinh xắn",adj
2441,indirectly,gián tiếp,adv
2442,work,"làm việc,sự làm việc",v
2443,wine,"rượu,đồ uống",n
2444,ago,trước đây,adv
2445,succeed,"nối tiếp,kế tiếp",v
2446,road,"con đường,đường phố",n
2447,awake,"đánh thức,làm thức dậy",adj
2448,deliberately,"thận trọng,có suy nghĩ cân nhắc",adv
2449,citizen,người thành thị,n
2450,any,"một người nào đó",n
2451,any,bất cứ,adv
2452,reservation,"sự hạn chế,điều kiện hạn chế",n
2453,interested,"có thích thú,có quan tâm",adj
2454,place,"nơi,địa điểm",n
2455,place,quảng trường,v
2456,network,"mạng lưới,hệ thống",n
2457,somewhere,nơi nào đó. đâu đó,adv
2458,minor,"nhỏ hơn,thứ yếu",adj
2459,dissolve,"tan rã,phân hủy",v
2460,machinery,"máy móc,thiết bị",n
2461,smell,ngửi,v
2462,smell,"sự ngửi,khứu giác",n
2463,institution,"sự thành lập,lập",n
2464,video,video,n
2465,granddaughter,cháu gái,n
2466,suggestion,"sự đề nghị,sự đề xuất",n
2467,union,"liên hiệp,sự đoàn kết",n
2468,waiter,"người hầu bàn,người đợi",n
2469,shall,dự đoán tương lai: sẽ,v
2470,principle,"cơ bản,chủ yếu",n
2471,skilful,"tài giỏi,khéo tay",adj
2472,deserted,"hoang vắng,không người ở",adj
2473,brand,nhãn,n
2474,independence,"sự độc lập,nền độc lập",n
2475,indicate,"chỉ,cho biết",v
2476,chart,"đồ thị,biểu đồ",n
2477,chart,"vẽ đồ thị,lập biểu đồ",v
2478,address,"địa chỉ,đề địa chỉ",n
2479,proportion,"sự cân xứng,sự cân đối",n
2480,jacket,áo vét,n
2481,win,"chiếm,đọat",v
2482,confusing,"khó hiểu,gây bối rối",adj
2483,flour,"bột,bột mỳ",n
2484,tower,tháp,n
2485,loyal,"trung thành,trung kiên",adj
2486,aim,"sự nhắm,mục tiêu",n
2487,aim,"nhắm,tập trung",v
2488,grave,"mộ,dấu huyền",n
2489,grave,"trang nghiêm,nghiêm trọng",adj
2490,incident,"việc xảy ra,việc có liên quan",n
2491,shortly,"trong thời gian ngắn,sớm",adv
2492,juice,nước ép,n
2493,bubble,"bong bóng,bọt",n
2494,faithfully,"trung thành,chung thủy",adv
2495,action,"hành động,hành vi",n
2496,neighbour,hàng xóm,n
2497,silly,"ngớ ngẩn,ngu ngốc",adj
2498,modern,"hiện đại,tân tiến",adj
2499,traffic,"sự đi lại,sự giao thông",n
2500,cellphone,điện thoại di động,n
2501,cover,"bao bọc,che phủ",v
2502,cover,"vỏ,vỏ bọc",n
2503,satisfaction,"sự làm cho thỏa mãn,toại nguyện",n
2504,mate,"bạn,bạn nghề",n
2505,mate,giao phối,v
2506,goods,"của cải,tài sản",n
2507,limited,"hạn chế,có giới hạn",adj
2508,mix,"pha,trộn lẫn",v
2509,mix,sự pha trộn,n
2510,shocked,"bị kích động,bị va chạm",adj
2511,border,"bờ,mép,vỉa",n
2512,burst,"nổ,nổ tung",v
2513,burst,"sự nổ tung, sự bùng lên",n
2515,opinion,"ý kiến,quan điểm",n
2516,concern,"liên quan,dính líu tới",v
2517,concern,"sự liên quan,sự dính líu tới",n
2518,unload,"tháo,dỡ",v
2519,propose,"đề nghị,đề xuất",v
2520,fame,"tên tuổi,danh tiếng",n
2521,likely,"có thể đúng,có thể xảy ra",adj
2522,likely,"có thể,chắc vậy",adv
2523,contract,"hợp đồng,sự ký hợp đồng",n
2524,contract,ký kết,v
2525,certainly,"chắc chắn,nhất định",adv
2526,complain,"phàn nàn,kêu ca",v
2527,alter,"thay đổi,biến đổi",v
2528,disabled,"bất lực,không có khă năng",adj
2529,qualification,"phẩm chất,năng lực",n
2530,weak,"yếu,yếu ớt",adj
2531,wash,"rửa,giặt",v
2532,speak,nói,v
2533,error,"lỗi,sự sai sót",n
2534,polish,"nước bóng,nước láng",n
2535,polish,"đánh bóng,làm cho láng",v
2536,initial,"ban đầu,lúc đầu",adj
2537,initial,chữ đầu,n
2538,apparent,"rõ ràng,rành mạch",adj
2539,flying,biết bay,adj
2540,flying,"sự bay,chuyến bay",n
2541,yard,"lat,thước Anh",n
2542,bicycle,xe đạp,n
2543,example,"thí dụ,ví dụ",n
2544,importantly,"quan trọng,trọng yếu",adv
2545,reception,"sự nhận,sự tiếp nhận",n
2546,past,"quá khứ,dĩ vãng",adj
2547,past,"quá,qua",adv
2548,look,nhìn,v
2549,look,cái nhìn,n
2550,obey,"vâng lời,tuân theo",v
2551,gap,"đèo,lỗ hổng",n
2552,stress,sự căng thẳng,n
2553,stress,"căng thẳng,ép",v
2554,largely,"phong phú,ở mức độ lớn",adv
2555,traveller,"người đi,lữ khách",n
2556,somebody,pro người nào đó,n
2557,sale,việc bán hàng,n
2558,eventually,cuối cùng,adv
2559,sack,bào tải,n
2560,sack,"đóng bao,bỏ vào bao",v
2561,purpose,"mục đích,ý định",n
2562,prompt,"mau lẹ,nhanh chóng",adj
2563,prompt,"xúi,giục",v
2564,wood,gỗ,n
2565,approximate,"giống với,giống hệt với",+to
2566,paper,giấy,n
2567,sufficient for,"đủ,thích đáng",adj
2568,matter,"chất,vật chất",n
2569,matter,"có ý nghĩa,có tính chất quan trọng",v
2570,ring,"chiếc nhẫn,đeo nhẫn cho ai",n
2571,expression,"sự diễn tả,sự bày tỏ,biểu lộ",n
2572,imply,"ngụ ý,bao hàm",v
2573,senior,"nhiều tuổi hơn,dành cho trẻ em trên 11t,sinh viên năm cuối trường trung học",adj
2574,frighten,"làm sợ,làm hoảng sợ",v
2575,threaten,"dọa,đe dọa",v
2576,basically,"cơ bản,về cơ bản",adv
2577,second,"thứ hai,ở vị trí thứ 2",adv
2578,second,người về nhì,n
2579,glove,"bao tay,găng tay",n
2580,colleague,bạn đồng nghiệp,n
2581,enjoyment,"sự thích thú,sự có được",n
2582,indeed,"thật vậy,quả thật",adv
2583,container,"cái đựng,chứa",n
2584,uncertain,"không chắc chắn,khôn biết rõ ràng",adj
2585,sheet,"chăn,khăn trải giường",n
2586,related to,"có liên quan,có quan hệ với ai",adj
2587,before,"trước",adv
2588,contest,"cuộc thi,trận đấu,cuộc tranh luận",n
2589,person,"con người,người",n
2590,horizontal,"chân trời,ở chân trời",adj
2591,horizontal,"ngang,nằm ngang",adv
2592,privately,"riêng tư,cá nhân",adv
2593,ease,"sự thanh thản,sự thoải mái",n
2594,ease,"làm thanh thản,làm yên tâm",v
2595,luggage,hành lý,n
2596,skilfully,"tài giỏi,khéo tay",adv
2597,since,"từ,từ khi",adv
2598,disappoint,"không làm thỏa ước nguyện,ý mong đợi",v
2599,interrupt,"làm gián đoạn,ngắt lời",v
2600,disk,"đĩa,đĩa hát",n
2601,humour,"sự hài hước,sự hóm hỉnh",n
2602,float,"nổi,trôi",v
2603,ourselves,"pro bản thân chúng ta,bản thân chúng tôi",n
2604,dramatically,đột ngột,adv
2605,swell,"phồng,sưng lên",v
2606,satisfy,"làm thỏa mãn,hài lòng",v
2608,essay,bài tiểu luận,n
2609,clerk,"thư ký,linh mục",n
2610,involvement,"sự gồm,sự bao hàm",n
2611,thumb,ngón tay cái,n
2612,patience,"tính kiên nhẫn,nhẫn nại,kiên trì",n
2613,poison,"chất độc,thuốc độc",n
2614,poison,"đánh thuốc độc,tẩm thuốc độc",v
2615,translation,sự dịch,n
2616,thief,"kẻ trộm,kẻ cắp",n
2617,path,đường mòn,n
2618,channel,"kênh,eo biển",n
2619,frequent,thường xuyên,adj
2620,abuse,"lộng hành,lạm dụng",n
2621,confident,"tin tưởng,tin cậy",adj
2622,ambition,"hoài bão,khát vọng",n
2623,dictionary,từ điển,n
2624,picture,"bức vẽ,bức họa",n
2625,sense,"giác quan,tri giác",n
2626,whoever,"pro ai,người nào,bất cứ ai",n
2627,investment,"sự đầu tư,vốn đầu tư",n
2628,debt,nợ,n
2629,tone,"tiếng,giọng",n
2630,amazedly,"kinh ngạc,sửng sốt",adv
2631,shut,"đóng,khép",v
2632,shut,tính khép kín,adj
2633,folding,gấp lại được,adj
2634,assistant,"người giúp đỡ,người phụ tá",n
2635,assistant,giúp đỡ,adj
2636,existence,"sự tồn tại,sự sống",n
2637,instance,"thí dị,ví dụ",n
2638,enemy,"kẻ thù,quân địch",n
2639,surprisingly,"làm ngạc nhiên,làm bất ngờ",adv
2640,storm,"cơn giông,bão",n
2641,freedom,sự tự do,n
2642,death,"sự chết,cái chết",n
2643,deaf,"điếc,làm thinh",adj
2644,gram,đậu xanh,n
2645,sincerely,một cách chân thành,adv
2646,check,kiểm tra,v
2647,check,sự kiểm tra,n
2648,dream,"giấc mơ,mơ",n
2649,assume,"mang,khoác,có",v
2650,August,tháng Tám,n
2651,printer,"máy in,thợ in",n
2652,breast,"ngực,vú",n
2653,frozen,lạnh giá,adj
2654,difference,sự khác nhau,n
2655,design,"sự thiết kế,kế hoạch",n
2656,realistic,hiện thực,adj
2657,happily,"sung sướng,hạnh phúc",adv
2658,village,"làng,xã",n
2659,average,"adj.,trung bình,số trung bình",n
2660,mail,"thư từ,bưu kiện",n
2661,mail,gửi qua bưu điện,v
2662,mean,"nghĩa,có nghĩa là",v
2663,sign,"dấu,dấu hiệu",n
2664,sign,"đánh dấu,viết ký hiệu",v
2665,fur,bộ da lông thú,n
2666,married,"cưới,kết hôn",adj
2667,yet,"còn,hãy cỏn",adv
2668,yet,"như mà,xong,tuy thế",conj
2669,fold,"gấp,vén",v
2670,fold,nếp gấp,n
2671,protest,"sự phản đối,sự phản kháng",n
2672,protest,"phản đối,phản kháng",v
2673,April,tháng Tư,n
2674,mistaken,"sai lầm,hiểu lầm",adj
2675,shadow,"bóng,bóng tối,bóng râm",n
2676,representative,"điều tiêu biểu,tượng trưng",n
2677,representative,"miêu tả,biểu hiện",adj
2678,request,"lời thỉnh cầu,lời đề nghị",n
2679,request,thỉnh cầu,v
2680,junior,"trẻ hơn,ít tuổi hơn",adj
2681,junior,người ít tuổi hơn,n
2682,stare,nhìn chằm chằm,v
2683,stare,sự nhìn chằm chằm,n
2684,suspicious,"có sự nghi ngờ,tỏ ra nghi ngờ",adj
2685,confined,"hạn chế,giới hạn",adj
2686,throat,"cổ,cổ họng",n
2687,gift,quà tặng,n
2688,aunt,"cô,dì",n
2689,pursue,"đuổi theo,đuổi bắt",v
2690,imagination,"trí tưởng tượng,sự tưởng tượng",n
2691,breathing,"sự hô hấp,sự thở",n
2692,so,"như vậy,như thế",adv
2693,so,"vì thế,vì vậy",conj
2694,point,"mũi nhọn,điểm",n
2695,point,"vót,làm nhọn",v
2696,deal,"phân phát,phân phối",v
2697,deal,"sự giao dịch,thỏa thuận mua bán",n
2698,local,"địa phương,bộ phận",adj
2699,statue,tượng,n
2700,welcome,"chào mừng,hoan nghênh",v
2701,generous,"rộng lượng,khoan hồng",adj
2702,record,"bản ghi,sự ghi,bản thu",n
2703,record,"thu,ghi chép",v
2704,arm,cánh tay,n
2705,arm,"vũ trang,trang bị",v
2706,depend on,"phụ thuộc,tùy thuộc",v
2707,benefit,"lợi,lợi ích",n
2708,benefit,"giúp ích,làm lợi cho",v
2709,jealous,"ghen,ghen tị",adj
2710,planning,"sự lập kế hoạch,sự quy hoạch",n
2711,efficient,"có hiệu lực,có hiệu quả",adj
2712,essential,"bản chất,thực chất",adj
2713,essential,yếu tố cần thiết,n
2714,blond,vàng hoe,adj
2715,official,"chính quyền,văn phòng",adj
2716,official,"viên chức,công chức",n
2717,ability,"khả năng,năng lực",n
2718,secret,bí mật,adj
2719,secret,điều bí mật,n
2720,insist on,"cứ nhất định,cứ khăng khăng",v
2721,contemporary,"đương thời,đương đại",adj
2722,desert,sa mạc,n
2723,desert,"công lao,giá trị",v
2724,disapproval,"sự phản đổi,sự không tán thành",n
2725,among,"giữa,ở giữa",prep
2726,absorb,"thu hút,hấp thu",v
2727,boat,"tàu,thuyền",n
2728,inside,"mặt trong,phía",n
2729,inside,"ở trong,nội bộ",adj
2730,balance,cái cân,n
2731,balance,"làm cho cân bằng,tương xứng",v
2732,nation,"dân tộc,quốc gia",n
2733,neck,cổ,n
2734,physics,vật lý học,n
2735,launch,hạ thủy,v
2736,launch,khai trương,n
2738,imagine,"tưởng tượng,hình dung",v
2739,stamp,tem,n
2740,stamp,dán tem,v
2741,organization,"tổ chức,cơ quan",n
2742,come,"đến,tới,đi đến",v
2743,elderly,"có tuổi,cao tuổi",adj
2744,low,"thấp,bé",adj
2745,acid,axit,n
2746,weight,trọng lượng,n
2747,cycle,"chu kỳ,chu trình",n
2748,cycle,"quay vòng theo chu kỳ,đi xe đạp",v
2749,beautiful,đẹp,adj
2750,necessarily,"tất yếu,nhất thiết",adv
2751,traditional,"theo truyền thống,theo lối cổ",adj
2752,beer,rượu bia,n
2753,able,"có năng lực,có tài",adj
2754,unexpected,"bất ngờ,đột ngột",adj
2755,rear,phía sau,n
2756,rear,"ở đằng sau,ở đằng sau",adj
2757,head,cái đầu,n
2758,head,"chỉ huy,lãnh đại",v
2759,foundation,"sự thành lập,sự sáng lập",n
2760,fit,"hợp,vừa",v
2761,fit,"thích hợp,xứng đáng",adj
2762,midday,"trưa,buổi trưa",n
2763,calculate,tính toán,v
2764,sky,"trời,bầu trời",n
2765,reduce,"giảm,giảm bớt",v
2766,merely,"chỉ,đơn thuần",adv
2767,glue,"keo,hồ",n
2768,glue,"gắn lại,dán bằng keo",v
2769,crash,vải thô,n
2770,crash,"sự rơi,sự phá sản",v
2772,county,"hạt,tỉnh",n
2773,cancer,bệnh ung thư,n
2774,gain,"lợi,lợi ích",v
2775,gain,"giành được,kiếm được",n
2776,cupboard,1 loại tủ có ngăn,n
2777,businesswoman,thương nhân,n
2778,lonely,"cô đơn,bơ vơ",adj
2779,make,"làm,chế tạo",v
2780,make,sự chế tạo,n
2781,grow,"mọc,mọc lên",v
2782,immoral,"trái đạo đức,luân lý",adj
2783,install,đặt,v
